mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_model__dropout_rate,param_model__n_blocks,param_model__n_neurons,param_model__reg_value,param_optimizer__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
103.89979712168376,3.9611855066644095,0.5897165139516195,0.16936772227657723,32,0.1,4,128,0.01,0.001,"{'batch_size': 32, 'model__dropout_rate': 0.1, 'model__n_blocks': 4, 'model__n_neurons': 128, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.001}",-457.1611328125,-586.3905639648438,-911.3818969726562,-651.64453125,191.08930867249526,34
107.99447719256084,8.800819900337691,0.7032305399576823,0.00827058689367839,32,0.1,4,128,0.01,0.0001,"{'batch_size': 32, 'model__dropout_rate': 0.1, 'model__n_blocks': 4, 'model__n_neurons': 128, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.0001}",-460.5860290527344,-571.2645263671875,-961.5260620117188,-664.4588724772135,214.86293113733942,35
148.97974920272827,7.538483468863609,0.5809927781422933,0.10152131731713324,32,0.1,4,256,0.01,0.001,"{'batch_size': 32, 'model__dropout_rate': 0.1, 'model__n_blocks': 4, 'model__n_neurons': 256, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.001}",-461.65423583984375,-457.9057922363281,-577.912353515625,-499.15746053059894,55.70914098646267,28
114.72926839192708,1.6100742322913775,0.5391742388407389,0.127557520701204,32,0.1,4,256,0.01,0.0001,"{'batch_size': 32, 'model__dropout_rate': 0.1, 'model__n_blocks': 4, 'model__n_neurons': 256, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.0001}",-589.3457641601562,-436.40313720703125,-694.179931640625,-573.3096110026041,105.8460756418935,32
62.40523362159729,7.311536523109773,0.2743798891703288,0.012240303353779791,32,0.3,1,64,0.01,0.001,"{'batch_size': 32, 'model__dropout_rate': 0.3, 'model__n_blocks': 1, 'model__n_neurons': 64, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.001}",-476.22943115234375,-388.7243347167969,-477.9352722167969,-447.6296793619792,41.6581900251725,21
61.198205629984535,1.1040082888279246,0.30731836954752606,0.03227132503234481,32,0.3,1,64,0.01,0.0001,"{'batch_size': 32, 'model__dropout_rate': 0.3, 'model__n_blocks': 1, 'model__n_neurons': 64, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.0001}",-441.72296142578125,-387.5252990722656,-467.211669921875,-432.15331013997394,33.2281315965286,15
73.45724431673686,6.1547587116046785,0.3578650156656901,0.12580396864796764,32,0.3,1,128,0.01,0.001,"{'batch_size': 32, 'model__dropout_rate': 0.3, 'model__n_blocks': 1, 'model__n_neurons': 128, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.001}",-411.30523681640625,-348.2502746582031,-431.9534912109375,-397.16966756184894,35.60353778237284,3
64.4690276781718,2.623355564890917,0.3408173720041911,0.025723330659455458,32,0.3,1,128,0.01,0.0001,"{'batch_size': 32, 'model__dropout_rate': 0.3, 'model__n_blocks': 1, 'model__n_neurons': 128, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.0001}",-395.4477844238281,-351.2437744140625,-434.41961669921875,-393.70372517903644,33.9787825164303,1
77.63730065027873,9.057413925202395,0.5004917780558268,0.30883914595290374,32,0.3,1,256,0.01,0.001,"{'batch_size': 32, 'model__dropout_rate': 0.3, 'model__n_blocks': 1, 'model__n_neurons': 256, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.001}",-410.7136535644531,-351.6746826171875,-435.6278381347656,-399.33872477213544,35.204874985456094,5
87.4389111995697,4.140553297886414,0.3645656903584798,0.07896013048850696,32,0.3,1,256,0.01,0.0001,"{'batch_size': 32, 'model__dropout_rate': 0.3, 'model__n_blocks': 1, 'model__n_neurons': 256, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.0001}",-420.81793212890625,-350.55694580078125,-445.4908752441406,-405.6219177246094,40.21858509214268,7
72.80787412325542,4.2074266603799835,0.34657859802246094,0.018321287090841472,32,0.3,2,64,0.01,0.001,"{'batch_size': 32, 'model__dropout_rate': 0.3, 'model__n_blocks': 2, 'model__n_neurons': 64, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.001}",-959.4454956054688,-1373.0855712890625,-1291.4620361328125,-1207.9977010091145,178.88403968514166,39
66.00858402252197,5.840303118086214,0.3909939130147298,0.11617075412141493,32,0.3,2,64,0.01,0.0001,"{'batch_size': 32, 'model__dropout_rate': 0.3, 'model__n_blocks': 2, 'model__n_neurons': 64, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.0001}",-1035.7978515625,-1127.724365234375,-1544.0250244140625,-1235.8490804036458,221.12127943581842,40
80.23012789090474,5.101454602688972,0.40851473808288574,0.08921157522435193,32,0.3,2,128,0.01,0.001,"{'batch_size': 32, 'model__dropout_rate': 0.3, 'model__n_blocks': 2, 'model__n_neurons': 128, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.001}",-430.1720886230469,-385.824951171875,-967.5682983398438,-594.5217793782552,264.40429413059513,33
64.35872340202332,5.148792717460055,0.27001333236694336,0.014946001812726315,32,0.3,2,128,0.01,0.0001,"{'batch_size': 32, 'model__dropout_rate': 0.3, 'model__n_blocks': 2, 'model__n_neurons': 128, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.0001}",-409.9833068847656,-548.6845092773438,-587.67236328125,-515.4467264811198,76.25358065767566,29
72.61553517977397,1.0878546066581343,0.2664969762166341,0.015873619241875178,32,0.3,2,256,0.01,0.001,"{'batch_size': 32, 'model__dropout_rate': 0.3, 'model__n_blocks': 2, 'model__n_neurons': 256, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.001}",-484.49969482421875,-388.55615234375,-526.80908203125,-466.62164306640625,57.83993253099725,23
71.37020564079285,0.2996207778339813,0.2602469126383464,0.0008460614503168021,32,0.3,2,256,0.01,0.0001,"{'batch_size': 32, 'model__dropout_rate': 0.3, 'model__n_blocks': 2, 'model__n_neurons': 256, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.0001}",-490.09344482421875,-380.191650390625,-563.56298828125,-477.94936116536456,75.35193413082541,24
58.89571158091227,0.2247316255301191,0.33283265431722003,0.01061892513891568,32,0.3,4,64,0.01,0.001,"{'batch_size': 32, 'model__dropout_rate': 0.3, 'model__n_blocks': 4, 'model__n_neurons': 64, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.001}",-2868.262451171875,-3039.58154296875,-3252.90478515625,-3053.5829264322915,157.34137054486914,49
61.270523389180504,3.163108881532097,0.4153154691060384,0.15882722368466587,32,0.3,4,64,0.01,0.0001,"{'batch_size': 32, 'model__dropout_rate': 0.3, 'model__n_blocks': 4, 'model__n_neurons': 64, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.0001}",-2825.288330078125,-3033.435791015625,-3393.213623046875,-3083.979248046875,234.59293167088742,50
68.11739412943523,3.8328337532759837,0.3690462112426758,0.06380214956183695,32,0.3,4,128,0.01,0.001,"{'batch_size': 32, 'model__dropout_rate': 0.3, 'model__n_blocks': 4, 'model__n_neurons': 128, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.001}",-2230.852783203125,-2626.90966796875,-2926.496826171875,-2594.7530924479165,284.90430281224525,48
67.60826698939006,0.8506957827536155,0.39919034639994305,0.11690881991659743,32,0.3,4,128,0.01,0.0001,"{'batch_size': 32, 'model__dropout_rate': 0.3, 'model__n_blocks': 4, 'model__n_neurons': 128, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.0001}",-2217.669189453125,-2467.533447265625,-2712.63720703125,-2465.9466145833335,202.07296229295653,45
95.48918596903484,1.1246706383030507,0.3853972752888997,0.035789276307385445,32,0.3,4,256,0.01,0.001,"{'batch_size': 32, 'model__dropout_rate': 0.3, 'model__n_blocks': 4, 'model__n_neurons': 256, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.001}",-743.779541015625,-408.8200988769531,-1016.4382934570312,-723.0126444498698,248.493347450749,36
94.32695269584656,0.0954123161575494,0.36064871152242023,0.008583369296902352,32,0.3,4,256,0.01,0.0001,"{'batch_size': 32, 'model__dropout_rate': 0.3, 'model__n_blocks': 4, 'model__n_neurons': 256, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.0001}",-553.5411987304688,-469.40777587890625,-612.322265625,-545.0904134114584,58.649806332317844,30
44.90095726648966,0.6566857841501641,0.2222429116566976,0.013096876632447086,32,0.5,1,64,0.01,0.001,"{'batch_size': 32, 'model__dropout_rate': 0.5, 'model__n_blocks': 1, 'model__n_neurons': 64, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.001}",-578.6102294921875,-494.05511474609375,-609.7835083007812,-560.8162841796875,48.892628183434354,31
44.353353341420494,0.15198241778673585,0.2099607785542806,0.0024669170443645037,32,0.5,1,64,0.01,0.0001,"{'batch_size': 32, 'model__dropout_rate': 0.5, 'model__n_blocks': 1, 'model__n_neurons': 64, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.0001}",-454.8462219238281,-511.5823669433594,-494.0162048339844,-486.81493123372394,23.715554586511022,26
46.90486717224121,0.22866042166904144,0.2121123472849528,0.011478760614247673,32,0.5,1,128,0.01,0.001,"{'batch_size': 32, 'model__dropout_rate': 0.5, 'model__n_blocks': 1, 'model__n_neurons': 128, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.001}",-432.49853515625,-371.9314880371094,-451.1708068847656,-418.5336100260417,33.822889323448564,13
47.14632757504781,0.4913444915887934,0.20730487505594888,0.006654767329526103,32,0.5,1,128,0.01,0.0001,"{'batch_size': 32, 'model__dropout_rate': 0.5, 'model__n_blocks': 1, 'model__n_neurons': 128, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.0001}",-413.4351806640625,-371.7646789550781,-442.39434814453125,-409.1980692545573,28.989680661404506,11
58.22112981478373,2.0618939859955563,0.21004557609558105,0.004423343322756353,32,0.5,1,256,0.01,0.001,"{'batch_size': 32, 'model__dropout_rate': 0.5, 'model__n_blocks': 1, 'model__n_neurons': 256, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.001}",-416.3554992675781,-352.0965270996094,-449.9189147949219,-406.12364705403644,40.585900535307616,8
58.22745410601298,0.2307538257504371,0.2271582285563151,0.009112681502415275,32,0.5,1,256,0.01,0.0001,"{'batch_size': 32, 'model__dropout_rate': 0.5, 'model__n_blocks': 1, 'model__n_neurons': 256, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.0001}",-404.3545837402344,-344.5436096191406,-437.92974853515625,-395.60931396484375,38.62298575540747,2
48.329273541768394,0.35855878041154465,0.24326745669047037,0.0029682580869908573,32,0.5,2,64,0.01,0.001,"{'batch_size': 32, 'model__dropout_rate': 0.5, 'model__n_blocks': 2, 'model__n_neurons': 64, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.001}",-1997.6800537109375,-2696.8896484375,-2892.27490234375,-2528.948201497396,384.03839478220846,46
48.62550481160482,0.318366290654531,0.2428269386291504,0.00866382224055842,32,0.5,2,64,0.01,0.0001,"{'batch_size': 32, 'model__dropout_rate': 0.5, 'model__n_blocks': 2, 'model__n_neurons': 64, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.0001}",-2213.32080078125,-2318.607666015625,-2790.83154296875,-2440.9200032552085,251.1306369418733,44
53.08321086565653,0.31456287745945644,0.24239706993103027,0.014972666980341574,32,0.5,2,128,0.01,0.001,"{'batch_size': 32, 'model__dropout_rate': 0.5, 'model__n_blocks': 2, 'model__n_neurons': 128, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.001}",-1508.0972900390625,-1223.057861328125,-1634.800537109375,-1455.3185628255208,172.18633956576807,41
54.017462968826294,0.20881529417340447,0.24997099240620932,0.006378356588525899,32,0.5,2,128,0.01,0.0001,"{'batch_size': 32, 'model__dropout_rate': 0.5, 'model__n_blocks': 2, 'model__n_neurons': 128, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.0001}",-1609.3857421875,-1189.8779296875,-2304.772705078125,-1701.345458984375,459.77533077460714,42
69.15396745999654,0.9604663953126151,0.26315951347351074,0.01301227057826707,32,0.5,2,256,0.01,0.001,"{'batch_size': 32, 'model__dropout_rate': 0.5, 'model__n_blocks': 2, 'model__n_neurons': 256, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.001}",-427.4513244628906,-385.333984375,-493.4935607910156,-435.42628987630206,44.51459346949652,18
69.6949721177419,0.6792284926758392,0.26634804407755536,0.004388975237126182,32,0.5,2,256,0.01,0.0001,"{'batch_size': 32, 'model__dropout_rate': 0.5, 'model__n_blocks': 2, 'model__n_neurons': 256, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.0001}",-412.1229248046875,-396.13079833984375,-526.4296264648438,-444.8944498697917,58.022557647904705,20
57.10703635215759,0.45957813323301394,0.31664125124613446,0.02033953864672178,32,0.5,4,64,0.01,0.001,"{'batch_size': 32, 'model__dropout_rate': 0.5, 'model__n_blocks': 4, 'model__n_neurons': 64, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.001}",-4055.474853515625,-4241.56201171875,-4429.265625,-4242.100830078125,152.5999190817596,54
59.21434195836385,2.7292543146987307,0.30481433868408203,0.0013579151190357846,32,0.5,4,64,0.01,0.0001,"{'batch_size': 32, 'model__dropout_rate': 0.5, 'model__n_blocks': 4, 'model__n_neurons': 64, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.0001}",-4055.3330078125,-4114.88427734375,-4393.67431640625,-4187.9638671875,147.4769589100409,53
66.39483014742534,0.44479511095113516,0.31902893384297687,0.006206887457996316,32,0.5,4,128,0.01,0.001,"{'batch_size': 32, 'model__dropout_rate': 0.5, 'model__n_blocks': 4, 'model__n_neurons': 128, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.001}",-3791.921875,-3895.99267578125,-3902.3193359375,-3863.4112955729165,50.61659541804901,52
66.32090799013774,0.1771568097303062,0.32283806800842285,0.006753096285006304,32,0.5,4,128,0.01,0.0001,"{'batch_size': 32, 'model__dropout_rate': 0.5, 'model__n_blocks': 4, 'model__n_neurons': 128, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.0001}",-3662.636474609375,-3757.5927734375,-4043.08447265625,-3821.1045735677085,161.6796861519785,51
93.203125,0.4590679488067173,0.3560284773508708,0.01922065948825753,32,0.5,4,256,0.01,0.001,"{'batch_size': 32, 'model__dropout_rate': 0.5, 'model__n_blocks': 4, 'model__n_neurons': 256, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.001}",-2893.408203125,-1681.222412109375,-2306.011474609375,-2293.54736328125,494.9512525077219,43
93.70714322725932,0.14287838616430357,0.3415173689524333,0.013414182132640052,32,0.5,4,256,0.01,0.0001,"{'batch_size': 32, 'model__dropout_rate': 0.5, 'model__n_blocks': 4, 'model__n_neurons': 256, 'model__reg_value': 0.01, 'optimizer__learning_rate': 0.0001}",-2349.809326171875,-3218.98974609375,-2180.14111328125,-2582.9800618489585,455.0297165799499,47
