bike_count
4593.0
5849.0
5846.0
4261.0
1901.0
5732.0
2558.0
5856.0
6738.0
6309.0
2602.0
1368.0
4611.0
6037.0
5929.0
6776.0
5987.0
3799.0
2267.0
6176.0
5209.0
4452.0
2128.0
5332.0
3468.0
2103.0
6353.0
6363.0
6339.0
6977.0
6781.0
4208.0
1728.0
1893.0
5859.0
5140.0
5425.0
5046.0
4443.0
1132.0
4561.0
5616.0
5098.0
2050.0
5064.0
4122.0
2159.0
4079.0
5258.0
4710.0
6322.0
6015.0
4443.0
2611.0
6092.0
6121.0
5561.0
6223.0
6532.0
4777.0
1986.0
6018.0
6631.0
6632.0
6962.0
6083.0
4563.0
1436.0
4825.0
5781.0
6789.0
6504.0
5488.0
5122.0
2072.0
6535.0
6468.0
6325.0
5920.0
5068.0
3959.0
1396.0
5888.0
5786.0
6651.0
6459.0
5402.0
3747.0
2569.0
6424.0
6387.0
6325.0
6324.0
5692.0
3752.0
1989.0
5618.0
5980.0
5642.0
5902.0
5660.0
4527.0
2117.0
4379.0
5499.0
5646.0
5769.0
5490.0
4037.0
2077.0
5311.0
5347.0
5339.0
5326.0
5315.0
3761.0
1884.0
4490.0
5109.0
5374.0
5429.0
4116.0
3700.0
1358.0
5086.0
4995.0
5294.0
4703.0
4451.0
2939.0
1724.0
5487.0
5803.0
5435.0
5438.0
5332.0
4191.0
2494.0
5707.0
4684.0
4528.0
5753.0
5611.0
4363.0
2414.0
5735.0
5663.0
5654.0
6144.0
6012.0
3925.0
1622.0
4935.0
4457.0
4753.0
4821.0
5913.0
4084.0
1974.0
5419.0
6139.0
2182.0
4261.0
5648.0
4101.0
1334.0
5308.0
4822.0
5499.0
5542.0
3751.0
3798.0
1526.0
4940.0
5521.0
5707.0
6121.0
6010.0
4441.0
1980.0
5770.0
5659.0
5776.0
5515.0
5129.0
1475.0
1266.0
4541.0
4960.0
5520.0
1650.0
3895.0
2167.0
960.0
3894.0
5160.0
4157.0
5141.0
5355.0
1952.0
1063.0
4880.0
5354.0
5047.0
5177.0
4740.0
3079.0
1690.0
4662.0
4697.0
4812.0
5190.0
4659.0
3379.0
1499.0
3302.0
4029.0
3132.0
3807.0
3953.0
2494.0
937.0
3514.0
2979.0
3808.0
3808.0
2942.0
1839.0
583.0
2966.0
3052.0
3244.0
3090.0
2679.0
2111.0
785.0
3412.0
3955.0
4108.0
3566.0
2795.0
2188.0
728.0
1732.0
393.0
356.0
1385.0
2494.0
2434.0
679.0
1814.0
469.0
2704.0
2266.0
2848.0
2335.0
1041.0
4234.0
4182.0
3958.0
3856.0
4241.0
1833.0
894.0
3654.0
3722.0
3167.0
2629.0
2869.0
2035.0
445.0
2260.0
3172.0
3588.0
3623.0
3350.0
2273.0
928.0
3873.0
2585.0
3217.0
4065.0
2918.0
2069.0
1181.0
2889.0
3436.0
3363.0
3430.0
3269.0
1717.0
789.0
2966.0
2673.0
3409.0
3337.0
2952.0
2337.0
967.0
3728.0
3305.0
3518.0
3435.0
2908.0
1506.0
740.0
2865.0
2936.0
3486.0
3644.0
3635.0
2559.0
1185.0
3994.0
4205.0
4432.0
4490.0
4282.0
3142.0
1288.0
3274.0
2728.0
3084.0
3431.0
3709.0
2827.0
781.0
3180.0
3264.0
3392.0
4248.0
4192.0
2276.0
975.0
2813.0
3247.0
3615.0
3729.0
950.0
2255.0
587.0
913.0
3549.0
3617.0
4013.0
3700.0
2924.0
1536.0
4218.0
3768.0
3729.0
3811.0
3882.0
3588.0
2235.0
6090.0
6255.0
6537.0
5983.0
5465.0
2794.0
1561.0
5709.0
6380.0
6753.0
6961.0
5204.0
1923.0
1703.0
5981.0
5246.0
2408.0
6802.0
5301.0
2560.0
2427.0
6658.0
6244.0
7710.0
2356.0
5825.0
3719.0
1443.0
4967.0
6730.0
6541.0
5813.0
5268.0
4547.0
1179.0
1499.0
5293.0
4243.0
4165.0
4444.0
3705.0
830.0
4871.0
5063.0
3211.0
2358.0
1996.0
1827.0
2166.0
5507.0
6284.0
6897.0
7552.0
7101.0
5091.0
2155.0
5379.0
7031.0
7574.0
7791.0
7719.0
5389.0
2977.0
7646.0
7527.0
7460.0
7050.0
6864.0
5372.0
2611.0
6478.0
6426.0
7306.0
6388.0
7283.0
3874.0
2665.0
7941.0
8295.0
5431.0
7232.0
7662.0
5680.0
2827.0
7790.0
8126.0
8379.0
8482.0
8243.0
5827.0
2964.0
8059.0
8317.0
8313.0
8258.0
7850.0
5904.0
3235.0
7681.0
7373.0
7068.0
7847.0
7198.0
4709.0
2018.0
5559.0
